Time	day	Plot	Subplot	Mass_g	Al_mg_L	Ca_mg_L	Cd_ppb	Co_ppb	Cr_ppb	Cu_ppb	Fe_mg_L	K_mg_L	Mg_mg_L	Mn_mg_L	Na_mg_L	Ni_ppb	P_mg_L	Pb_ppb	S_mg_L	Zn_ppb	tot_C_%	tot_N_%	C_N
T7	221	L2	16	19.03	10.785	9.45495	0.10275	0.8442	10.6915	4.225	1.1135	0	1.16	0.1903	5.1775	8.8275	0.2378	4.4565	0.7251	45.25	37.06264	2.593332	14.29151
T8	251	C1	1	11.15	5.968	21.99395	0.06865	0.4993	6.0765	16.035	1.3335	0.89695	2.194	2.4005	1.6645	3.2425	1.1825	8.8095	3.3455	118.45	40.08596	2.168011	18.48974
T8	251	C1	2	13	10.365	18.16395	0.40845	1.2105	5.6135	3.725	0.3769	0.87245	2.085	1.7655	5.2395	8.5915	0.1613	2.1185	0.811	88.55	36.9618	2.03783	18.13782
T8	251	C1	3	14.17	7.396	21.60395	0.43015	1.0575	11.0115	4.215	2.5975	1.41535	2.199	2.3065	3.6895	7.3155	1.2885	5.8675	2.7425	108.85	39.00143	1.991984	19.57919
T8	251	C1	4	13.7	3.621	22.02395	0.00875	0.2274	5.4055	0.825	1.0575	0.96225	2.257	2.1985	2.5415	3.6625	1.2715	4.3475	3.1145	75.35	40.21576	1.929776	20.8396
T8	251	C2	5	12.34	8.199	8.61395	0.63175	0.7066	7.7235	20.505	2.9425	1.06435	0.8488	1.7255	4.6765	30.3075	0.813	8.9495	1.6085	133.65	36.82189	1.375161	26.77642
T8	251	C2	6	16.23	5.833	8.53095	0.34105	0.6869	7.5325	8.175	2.3935	1.72235	1.015	1.6015	3.9085	7.1615	1.1555	5.2175	2.3335	96.55	37.71083	1.45825	25.86033
T8	251	C2	7	17.43	3.961	7.02595	0.61155	1.0705	3.6915	28.455	1.4925	1.43935	0.7977	1.4005	3.6075	26.1475	1.0235	8.6495	2.1605	112.35	40.17027	1.489167	26.97499
T8	251	C2	8	17.77	5.403	6.93295	0.11055	1.6705	6.1565	1.035	2.2135	1.55135	0.8931	1.4095	1.1225	3.3395	1.1025	4.0155	1.8205	86.55	38.4523	1.523658	25.23683
T8	251	L1	9	19.66	4.526	4.25795	0.19175	0.8159	10.3915	0	1.1855	0.92385	0.1596	0.1068	4.7005	5.5585	0.7771	4.3565	1.0445	86.85	43.4455	1.8257815	23.79556
T8	251	L1	10	17.84	9.042	7.20395	0.31955	0.9055	11.0915	17.635	2.6205	0.84445	0.5991	0.6329	6.5365	5.1125	0.9191	6.1825	1.7825	104.45	39.71738	1.53634	25.85195
T8	251	L1	11	19.27	9.234	6.09095	0.02275	1.2635	15.0615	20.195	2.2325	0.65455	0.5385	0.148	1.8655	6.8395	0.7386	5.2415	1.3055	70.27	40.30069	1.885042	21.3792
T8	251	L1	12	16.26	9.497	7.03095	0.04535	0.5622	25.7615	13.375	2.8175	0.75905	0.4861	0.2336	3.8645	11.7075	0.9234	9.0695	2.1515	73.19	38.2895	1.595294	24.00153
T8	251	L2	13	16.69	11.205	14.24395	0.42105	0.15	14.7615	5.305	2.1395	0.68985	1.561	0.3416	4.8795	4.7235	1.0035	8.9195	2.8295	80.66	37.77593	1.603974	23.55146
T8	251	L2	14	18.9	21.765	9.50495	0.14515	0.4292	14.1615	0	2.7435	0.40785	0.8189	0.2194	4.1005	4.7135	0.5261	8.1135	2.0155	66.18	38.05418	1.499411	25.37942
T8	251	L2	15	16.9	20.615	12.31395	0	0.5121	17.9615	13.525	3.6065	0.88765	1.274	0.3201	2.7685	5.5075	0.9349	12.6395	3.5485	89.65	37.88361	1.98231	19.11084
T8	251	L2	16	17.25	18.305	10.61395	0.17355	0.6865	11.9615	1.135	1.9395	0.53545	1.18	0.2734	4.1485	5.5875	0.5354	9.0595	1.5835	86.25	35.87703	1.50072	23.90654
T9	281	C1	1	7.11	10.715	20.45395	0.25555	1.1285	11.1215	15.235	3.0635	0.89105	2.757	1.8035	5.2805	6.0965	0.9605	10.0395	2.3845	93.25	35.06303	1.625732	21.56754
T9	281	C1	2	10.23	7.043	20.00395	0.04385	0.8903	8.8215	21.955	2.2555	0.77255	2.642	2.1435	2.7195	5.8915	1.1405	5.9825	3.1665	88.05	37.49626	2.039536	18.3847
T9	281	C1	3	12.17	7.045	26.18395	0.33305	0.6736	8.6785	4.355	0.8995	0.55895	3.337	2.8525	4.6015	4.2285	0.8499	5.5325	2.9335	77.71	35.72518	1.787582	19.9852
T9	281	C1	4	8.52	11.425	17.11395	0.07695	0.4953	10.2415	12.655	4.1115	0.94215	1.877	1.8945	2.5015	4.6275	1.1565	5.6665	2.7175	78.65	34.88179	1.758129	19.84029
T9	281	C2	5	9.31	3.46	7.79895	0.63285	0.6898	6.5755	19.505	1.4675	0.97255	1.212	1.4935	3.0995	5.1125	0.9051	6.2105	1.8095	94.95	38.19851	1.723251	22.16653
T9	281	C2	6	13.23	4.477	7.38695	0.24895	1.1435	4.4505	34.235	1.3705	0.63625	0.7685	1.2245	6.0485	4.1825	0.5104	8.4795	1.2635	99.35	34.16576	1.823967	18.73157
T9	281	C2	7	12.76	6.553	8.37695	0.17825	0.605	5.6215	8.995	2.3745	0.82685	0.89	1.5865	1.2255	2.9855	0.5274	5.6795	1.3095	70.4	32.92954	1.62668	20.2434
T9	281	C2	8	12.83	11.525	9.61895	0	1.5925	11.2415	43.915	5.3025	1.45835	1.143	1.7265	3.1865	6.6355	1.2705	11.0795	2.4585	108.95	38.88131	1.8859674	20.6161
T9	281	L1	9	11.12	13.505	5.61895	0.19325	0.6135	16.3315	0	3.0365	0.11305	0.4093	0.2308	5.2695	5.6805	0.5398	1.4955	0.9084	93.95	35.42714	1.592369	22.24807
T9	281	L1	10	11.43	11.825	5.41295	0.19275	0.8242	10.3415	0	2.3735	0.30865	0.3742	0.183	5.2625	4.6945	0.6297	3.5225	1.6055	82.52	33.91941	1.511416	22.44214
T9	281	L1	11	12.17	4.337	5.64895	0.52145	1.0975	10.9515	0	1.2125	0.74395	0.2862	0.1016	3.7715	4.9725	1.0135	4.0835	1.0895	83.64	41.2729	1.8306564	22.54541
T9	281	L1	12	10.29	6.955	5.93695	0.07515	0.6185	9.5715	0	1.7535	0.68405	0.4057	0.1724	0.9165	3.9265	0.7555	2.0985	1.7075	73.86	43.58004	1.772304	24.58948
T9	281	L2	13	11.23	21.505	8.40195	0	1.0705	19.4515	6.335	4.6865	0.36565	0.8062	0.2079	1.6515	7.8055	0.7876	5.4095	1.7905	84.85	34.37277	1.502842	22.87185
T9	281	L2	14	12.72	18.385	9.87495	0.65085	0.9029	27.8915	0.915	4.7275	0.37315	1.099	0.2518	3.9905	6.6215	0.8672	6.8445	2.0185	111.15	36.14065	1.726872	20.92839
T9	281	L2	15	13.34	24.995	4.74495	0.15255	0.7789	12.4715	4.915	2.0485	0.47325	0.5632	0.1211	1.1885	5.8795	0.0751	6.4855	1.5285	65.12	31.61834	1.412353	22.387
T9	281	L2	16	13.27	19.815	9.33895	0	0.9405	21.0515	1.075	4.7375	0.32095	0.8775	0.2322	1.0355	7.6495	0.7254	4.6365	1.6355	97.55	37.03284	1.54279	24.00381
T10	311	C1	1	6.87	8.453	17.76395	0.20905	1.4235	14.1915	1.635	2.4845	0.71025	2.107	1.7585	3.3675	8.8275	1.1775	6.0025	3.0585	91.65	37.66746	1.751335	21.50786
T10	311	C1	2	8.91	0	7.86995	0.09225	0.6738	0	0	0	0.42795	1.649	1.1475	6.2305	3.3305	0	0	2.3165	23.55	35.50908	1.740194	20.40524
T10	311	C1	3	10.21	12.415	18.80395	0.38955	1.2975	12.1615	3.865	4.1335	1.08235	2.338	2.1145	2.8125	5.0745	1.2545	8.6695	3.1925	86.35	33.59189	1.952723	17.20259
T10	311	C1	4	6.48	5.401	16.06395	0.10045	0.7768	7.6005	5.665	1.7705	0.97935	1.906	1.5465	6.6025	4.2715	1.3625	4.6765	2.9335	77.72	37.82507	1.531976	24.69038
T10	311	C2	5	6.39	8.494	9.53795	0.11785	1.1265	9.6315	2.825	2.1945	1.34135	1.905	1.1025	4.5605	6.0095	0.5383	4.6165	1.2575	73.52	36.91805	1.552947	23.77289
T10	311	C2	6	8.21	8.679	12.10395	0.33905	0.8285	7.6215	6.445	3.7745	1.01335	1.789	2.1905	2.9165	5.2365	0.9283	6.7535	2.4365	96.15	34.16076	1.699626	20.09899
T10	311	C2	7	8.06	4.43	12.48395	0.35045	1.1275	3.9855	0.085	1.9195	0.99435	1.722	1.8695	2.5345	4.0195	0.9509	6.1085	2.3295	88.55	37.0189	1.791207	20.66702
T10	311	C2	8	6.73	8.353	9.60395	0.06975	1.0745	7.9985	0.995	3.1315	1.18735	1.595	1.2735	5.2285	5.6395	1.1675	5.4075	2.3675	79.84	38.64354	1.490924	25.91918
T10	311	L1	9	8.46	14.165	5.30195	0.01225	0.5071	9.6615	0	3.4355	0.33215	0.3535	0.1754	1.1455	4.8915	0.6949	7.0295	2.3065	55.66	39.35966	1.508341	26.09466
T10	311	L1	10	9.63	14.365	7.03695	0.53845	0.3749	12.6515	0	3.7925	0.51405	0.4441	0.2272	3.1095	5.3485	0.9531	7.9485	2.4745	66.96	37.92603	1.555863	24.3762
T10	311	L1	11	7.32	12.225	6.76295	0.56305	0.6252	8.5995	0	3.1735	0.37965	0.4164	0.2484	3.7445	2.5505	0.8777	7.2045	2.5395	72.4	39.20625	1.738704	22.54912
T10	311	L1	12	8.8	17.765	7.44395	0	0.6076	13.3315	-0.895	4.6855	0.52555	0.4447	0.29	2.3745	4.6645	0.9765	7.7575	2.6505	77.54	38.87661	1.517682	25.61578
T10	311	L2	13	7.9	20.625	7.68995	0.62085	1.3115	18.0615	0	4.6075	0.50065	0.586	0.2305	4.1705	8.1525	0.6075	7.7065	2.3255	85.61	37.64579	1.48684	25.31932
T10	311	L2	14	10.94	25.035	9.35595	0	1.2275	19.1515	0	4.3075	0.42265	0.8726	0.2231	2.3585	7.1295	0.7763	9.5595	2.1335	86.35	36.45441	1.397477	26.08587
T10	311	L2	15	11.55	34.645	5.44595	0	1.3005	29.2415	4.155	8.8155	0.68625	0.5518	0.148	4.1905	15.3775	0.745	12.5795	2.1645	84.54	35.15447	1.308165	26.87311
T10	311	L2	16	10.86	16.615	7.61895	0.00765	0.3715	11.6215	0	2.3715	0.17055	0.6159	0.1672	3.5945	6.0205	0.5956	2.8815	1.0405	65.75	36.63741	1.3928848	26.30325
T11	340	C1	1	5.35	7.452	21.35395	0.12595	0.704	20.4215	0	2.0065	1.06035	2.184	2.1865	1.4785	7.6355	1.0645	2.6615	2.6645	72.05	37.40002	1.860926	20.09753
T11	340	C1	2	7.35	18.005	16.74395	0	0.5193	16.1815	0	5.4375	0.84535	2.669	2.1235	3.6965	6.7815	0.8731	4.7465	1.1325	71.26	27.35143	1.5896	17.20649
T11	340	C1	3	4.35	4.322	11.85395	0.07065	0.5831	12.7715	0	1.3065	0.92525	1.093	1.0205	2.6165	5.3605	0.8611	2.2255	1.7725	59.13	41.01625	1.6498438	24.86068
T11	340	C1	4	4.19	3.735	9.59695	0.10845	0.3425	8.4995	0	0.9865	1.03535	0.959	0.8839	2.3015	3.5795	0.8132	3.3595	1.6185	53.89	40.28711	1.753648	22.97331
T11	340	C2	5	3.56	7.499	5.70295	0.39355	0.8335	8.2785	0	2.5905	1.69935	0.7789	1.0155	2.9965	5.5715	0.9755	4.3085	1.7745	82.32	43.84976	2.119345	20.69024
T11	340	C2	6	4.16	6.915	7.09195	0.38315	1.1475	12.5115	0	2.6045	1.67635	0.7722	0.5713	3.8865	7.8315	1.0545	3.9215	1.5165	73.31	43.08768	1.752901	24.58078
T11	340	C2	7	4.92	5.705	8.38695	0.08815	1.0665	8.3535	2.005	1.9505	1.70135	1.249	1.3995	4.0875	5.4505	1.2745	4.5215	2.1575	93.85	43.26186	2.071011	20.88925
T11	340	C2	8	3.8	7.272	8.11695	0.07055	0.7106	8.4765	1.505	2.8805	1.50535	0.8157	0.9467	2.5245	3.8255	1.1975	4.3455	1.4175	74.19	42.79691	2.245322	19.06048
T11	340	L1	9	6.33	8.787	6.05095	0	0.4979	15.2715	5.725	2.4805	0.80665	0.3912	0.1485	6.1925	5.1785	0.9259	0.8365	1.5075	44.4	43.41506	1.754131	24.75018
T11	340	L1	10	6.39	10.885	5.68895	0.14155	0.8832	13.3515	0	2.3795	0.55585	0.3493	0.177	4.3565	7.3995	0.8635	3.5825	1.2085	45.06	42.00566	1.91238	21.96512
T11	340	L1	11	6.3	9.388	5.47595	0.38325	0.746	12.3515	0	2.4265	0.65955	0.2878	0.1443	3.5165	4.7715	0.8321	5.5265	1.5005	50.79	42.97599	1.889438	22.74538
T11	340	L1	12	6.93	4.414	6.56995	0.29225	0.5957	9.3115	0	1.0775	0.79375	0.3248	0.1332	1.9685	5.0245	1.0305	2.2805	1.0515	43.58	44.57097	1.842701	24.18784
T11	340	L2	13	6.17	21.425	6.97395	0	1.4305	15.7015	0	4.3295	0.31405	0.6555	0.179	3.1915	6.2265	0.7103	6.3315	1.2175	48.61	38.37329	2.267975	16.91963
T11	340	L2	14	8.54	20.875	8.40995	0	0.8221	23.1715	4.635	4.0565	0.71055	0.7524	0.1888	8.8945	7.0575	0.7864	7.9495	2.1945	54.37	38.41085	2.374502	16.17638
T11	340	L2	15	6.48	10.165	5.50895	0.16265	0.1906	13.0615	0	1.0975	0.42285	0.4743	0.0978	2.9705	7.3135	0.6454	1.9275	0.9885	43.59	37.07724	2.458936	15.07857
T11	340	L2	16	6.07	12.555	8.94295	0.03975	0.7614	17.1115	2.285	2.4865	0.63865	0.8017	0.1981	5.7735	5.6585	0.8787	7.2125	2.4325	63.06	41.088	2.123506	19.34913
T12	374	C1	1	2.19	6.049	13.13395	0.39675	0.9555	13.7515	16.275	1.2855	1.16835	1.571	0.9995	3.3415	29.8975	0.9765	3.8035	1.5225	117.15	41.99891	2.193765	19.14467
T12	374	C1	2	4	7.474	18.65395	0.05175	1.0025	10.2515	4.135	1.6865	0.79365	2.262	1.8695	2.6785	6.2635	1.2665	3.9485	1.2305	78.02	38.49684	2.58839	14.87289
T12	374	C1	3	3.31	4.713	13.22395	0.20655	0.8508	8.7065	4.125	1.2705	1.25435	1.45	0.8872	2.4475	5.2425	0.929	2.0905	1.8155	47.16	43.34058	1.984909	21.83504
T12	374	C1	4	3.11	7.899	12.39395	0.16365	2.2155	11.7515	6.875	1.9375	0.82375	1.156	0.9837	1.7715	6.8115	1.0145	14.2295	0.7339	103.35	41.16824	2.066509	19.92164
T12	374	C2	5	2.78	4.856	8.14195	0.20415	1.3825	8.4315	1.465	1.8155	1.29835	1.135	0.7652	1.0055	5.4335	0.8575	4.2735	1.2345	51.08	43.54933	1.896983	22.95715
T12	374	C2	6	2.26	8.931	9.76695	0.22885	1.1265	6.0585	5.185	3.3435	1.49735	1.37	0.9588	4.3585	5.3785	0.9151	2.7145	0.5579	79.91	43.13165	1.824702	23.63764
T12	374	C2	7	2.25	6.225	13.94395	0	1.0585	5.5265	11.335	2.0515	1.02635	1.517	1.3715	2.8315	5.4265	0.863	4.4675	1.2055	85.09	42.67045	1.783045	23.93122
T12	374	C2	8	2.4	8.605	7.67495	0.57255	1.4915	5.6435	12.045	2.0175	1.36035	1.26	0.879	2.5755	6.4425	0.8233	4.0915	0.6989	98.95	43.49944	1.642465	26.48424
T12	374	L1	9	5.06	13.855	4.13295	0.36405	0.7598	12.3115	3.405	1.8505	0.09395	0.2461	0.0956	2.0685	3.0585	0.3191	5.5885	0.7348	78.93	41.58441	1.984915	20.95022
T12	374	L1	10	5.68	14.375	6.36095	0	1.2445	4.0175	2.965	2.2775	0.56555	0.3743	0.1339	4.9865	4.1045	0.9985	6.0555	2.0165	50.53	44.09772	1.700161	25.93738
T12	374	L1	11	4.1	17.855	5.58195	0.01015	0.9605	12.1215	7.375	4.2295	0.21065	0.2906	0.1597	2.7365	6.7955	0.9212	5.5135	1.7745	75.64	41.18249	1.89131	21.77459
T12	374	L1	12	5.63	10.575	4.67695	0.02905	1.0635	7.4525	0.915	2.5055	0.16005	0.2242	0.1307	3.7865	2.4505	0.7521	2.3335	1.0205	104.95	42.94806	1.664926	25.79578
T12	374	L2	13	4.04	12.555	7.35695	0	0.8677	6.3665	4.665	1.7505	0.27635	0.4961	0.1236	2.2455	4.5615	0.7559	5.3775	1.1805	64.1	40.69983	1.639316	24.82732
T12	374	L2	14	5.87	16.145	8.97795	0	1.2445	15.7715	26.605	2.5015	0.20995	0.7481	0.1731	2.9785	7.0915	0.9044	11.3195	1.2215	72.92	39.51702	1.493036	26.46756
T12	374	L2	15	4.4	10.585	10.06395	0	1.1495	9.1015	0	1.1025	0.17805	0.7223	0.1888	3.3635	5.5785	0.9388	4.2995	1.0115	52.36	42.56919	1.711648	24.87029
T12	374	L2	16	3.81	12.895	9.75695	0	1.1155	14.9815	8.935	1.6675	0.13975	0.7332	0.2123	4.1985	5.3945	0.8913	6.3435	0.8473	54.42	39.06258	1.472819	26.52232
